"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Yin J.-Y.; Meng X.-G.; Qian C.-Y.; Li X.-P.; Chen J.; Zheng Y.; Liu R.; Zhou H.-H.; Liu Z.-Q.","Yin, Ji-Ye (22952427500); Meng, Xiang-Guang (55909199200); Qian, Chen-Yue (56114228900); Li, Xiang-Ping (55718155100); Chen, Juan (54786228200); Zheng, Yi (57045009400); Liu, Rong (56544848800); Zhou, Hong-Hao (7404743248); Liu, Zhao-Qian (15829380700)","22952427500; 55909199200; 56114228900; 55718155100; 54786228200; 57045009400; 56544848800; 7404743248; 15829380700","Association of positively selected eIF3a polymorphisms with toxicity of platinum-based chemotherapy in NSCLC patients","2015","Acta Pharmacologica Sinica","36","3","","375","384","9","21","10.1038/aps.2014.160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938527239&doi=10.1038%2faps.2014.160&partnerID=40&md5=a5961cf47a112cb4538b7b0869cfec02","Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China; Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China; Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Laboratory of Cardiovascular Disease and Drug Research, Zhengzhou No 7 People's Hospital, Zhengzhou, 450016, China; Department of Pharmacy, Xiangya Hospital, Central South University, Changsha, 410008, China","Yin J.-Y., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Meng X.-G., Laboratory of Cardiovascular Disease and Drug Research, Zhengzhou No 7 People's Hospital, Zhengzhou, 450016, China; Qian C.-Y., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Li X.-P., Department of Pharmacy, Xiangya Hospital, Central South University, Changsha, 410008, China; Chen J., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Zheng Y., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Liu R., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Zhou H.-H., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Liu Z.-Q., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Institute of Clinical Pharmacology, Changsha, 410008, China, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China","","","Nature Publishing Group","16714083","","APSCG","25732572","English","Acta Pharmacol. Sin.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84938527239"
"Mastrangelo S.; Attinà G.; Tepedino R.; Ruggiero A.","Mastrangelo, Stefano (7003455495); Attinà, Giorgio (23099515700); Tepedino, Raffaele (57225905201); Ruggiero, Antonio (7005506310)","7003455495; 23099515700; 57225905201; 7005506310","Cytotoxicity and resistance mechanisms of cisplatin","2021","Current Topics in Pharmacology","25","","","1","8","7","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111305162&partnerID=40&md5=1b50e3308574b2b6c4e7979cc7fe65cc","Pediatric Oncology Unit, Fondazione Policlinico Universitario A.Gemelli IRCCS, Universita’ Cattolica Sacro Cuore, Rome, Italy; Medicine and Surgey Faculty, Università La Sapienza, Rome, Italy","Mastrangelo S., Pediatric Oncology Unit, Fondazione Policlinico Universitario A.Gemelli IRCCS, Universita’ Cattolica Sacro Cuore, Rome, Italy; Attinà G., Pediatric Oncology Unit, Fondazione Policlinico Universitario A.Gemelli IRCCS, Universita’ Cattolica Sacro Cuore, Rome, Italy; Tepedino R., Medicine and Surgey Faculty, Università La Sapienza, Rome, Italy; Ruggiero A., Pediatric Oncology Unit, Fondazione Policlinico Universitario A.Gemelli IRCCS, Universita’ Cattolica Sacro Cuore, Rome, Italy","A. Ruggiero; Pediatric Oncology Unit, Fondazione Policlinico Universitario A.Gemelli IRCCS, Universita’ Cattolica Sacro Cuore, Rome, Italy; email: antonio.ruggiero@unicatt.it","","Research Trends (P) LTD.","09724559","","","","English","Curr. Top. Pharmacol.","Short survey","Final","","Scopus","2-s2.0-85111305162"
"Qiu M.; Yang X.; Hu J.; Ding X.; Jiang F.; Yin R.; Xu L.","Qiu, Mantang (55199627000); Yang, Xin (58459368900); Hu, Jingwen (57208378908); Ding, Xiangxiang (55295617400); Jiang, Feng (56459432400); Yin, Rong (16641328800); Xu, Lin (55732609600)","55199627000; 58459368900; 57208378908; 55295617400; 56459432400; 16641328800; 55732609600","Predictive value of XPD polymorphisms on platinum-based chemotherapy in non-small cell lung cancer: A systematic review and meta-analysis","2013","PLoS ONE","8","8","e72251","","","","17","10.1371/journal.pone.0072251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896737103&doi=10.1371%2fjournal.pone.0072251&partnerID=40&md5=d4f6bf495bb53120516f473d9fb81ad2","Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China; Fourth Clinical College of Nanjing Medical University, Nanjing, China; First Clinical College of Nanjing Medical University, Nanjing, China","Qiu M., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China, Fourth Clinical College of Nanjing Medical University, Nanjing, China; Yang X., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China, First Clinical College of Nanjing Medical University, Nanjing, China; Hu J., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China, First Clinical College of Nanjing Medical University, Nanjing, China; Ding X., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China, First Clinical College of Nanjing Medical University, Nanjing, China; Jiang F., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China; Yin R., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China; Xu L., Department of Thoracic Surgery, Nanjing Medical University Affiliated Cancer Institute of Jiangsu Province, Nanjing, China","","","Public Library of Science","19326203","","POLNC","23977265","English","PLoS ONE","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84896737103"
"Zhang J.; Tian C.; Lv F.; Wang J.; Han W.; Nie J.; Dai L.; Hu W.; Chen X.; Ma X.; Tian G.; Wu D.; Han S.; Wang Y.; Long J.; Zhang Z.; Fang J.; Zhang H.","Zhang, Jie (56021310400); Tian, Chen (58276584400); Lv, Fang (58583069600); Wang, Jianfei (57196214181); Han, Wenbo (57196194474); Nie, Jun (57204594782); Dai, Ling (37036948100); Hu, Weiheng (37037468900); Chen, Xiaoling (37036969200); Ma, Xiangjuan (55498011600); Tian, Guangming (37038612800); Wu, Di (55498132500); Han, Sen (55999360400); Wang, Yang (55999586900); Long, Jieran (55998529000); Zhang, Ziran (57201321260); Fang, Jian (7402963761); Zhang, Henghui (58448386100)","56021310400; 58276584400; 58583069600; 57196214181; 57196194474; 57204594782; 37036948100; 37037468900; 37036969200; 55498011600; 37038612800; 55498132500; 55999360400; 55999586900; 55998529000; 57201321260; 7402963761; 58448386100","Molecular analysis of cell-free DNA identifies distinct molecular features in patients with chemosensitive and chemorefractory small cell lung cancer","2019","Cancer Communications","39","1","20","","","","9","10.1186/s40880-019-0363-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064517721&doi=10.1186%2fs40880-019-0363-y&partnerID=40&md5=1ed6d63748b27d0db1510c6dc756b340","Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Institute of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing, 100011, China; Beijing Genecast Biotechnology Co., Beijing, 100191, China","Zhang J., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Tian C., Beijing Genecast Biotechnology Co., Beijing, 100191, China; Lv F., Beijing Genecast Biotechnology Co., Beijing, 100191, China; Wang J., Beijing Genecast Biotechnology Co., Beijing, 100191, China; Han W., Beijing Genecast Biotechnology Co., Beijing, 100191, China; Nie J., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Dai L., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Hu W., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Chen X., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Ma X., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Tian G., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Wu D., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Han S., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Wang Y., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Long J., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Zhang Z., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Fang J., Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; Zhang H., Institute of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing, 100011, China, Beijing Genecast Biotechnology Co., Beijing, 100191, China","J. Fang; Department of Thoracic Oncology II, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education), Peking University Cancer Hospital and Institute, Beijing, 100142, China; email: fangjian5555@163.com","","BioMed Central Ltd.","25233548","","","30999954","English","Cancer Commun.","Letter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85064517721"
"Yin J.-Y.; Li X.; Zhou H.-H.; Liu Z.-Q.","Yin, Ji-Ye (22952427500); Li, Xi (56048488700); Zhou, Hong-Hao (7404743248); Liu, Zhao-Qian (15829380700)","22952427500; 56048488700; 7404743248; 15829380700","Pharmacogenomics of platinum-based chemotherapy sensitivity in NSCLC: Toward precision medicine","2016","Pharmacogenomics","17","12","","1365","1378","13","32","10.2217/pgs-2016-0074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981187583&doi=10.2217%2fpgs-2016-0074&partnerID=40&md5=8a129dcf2f0823c81870af98b866800a","Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China; Institute of Clinical Pharmacology, Central South University, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China; Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China","Yin J.-Y., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Central South University, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Li X., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Central South University, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Zhou H.-H., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Central South University, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Liu Z.-Q., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Central South University, Hunan Key Laboratory of Pharmacogenetics, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China","J.-Y. Yin; Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China; email: yinjiye@csu.edu.cn","","Future Medicine Ltd.","14622416","","PARMF","27462924","English","Pharmacogenomics","Review","Final","","Scopus","2-s2.0-84981187583"
"Hamilton G.; Rath B.","Hamilton, Gerhard (7201369219); Rath, Barbara (57225152055)","7201369219; 57225152055","Pharmacogenetics of platinum-based chemotherapy in non-small cell lung cancer: predictive validity of polymorphisms of ERCC1","2018","Expert Opinion on Drug Metabolism and Toxicology","14","1","","17","24","7","36","10.1080/17425255.2018.1416095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039777274&doi=10.1080%2f17425255.2018.1416095&partnerID=40&md5=7542481f591ab12c241a4cc080a1d27d","Department of Surgery, Medical University of Vienna, Vienna, Austria","Hamilton G., Department of Surgery, Medical University of Vienna, Vienna, Austria; Rath B., Department of Surgery, Medical University of Vienna, Vienna, Austria","G. Hamilton; Department of Surgery, Medical University of Vienna, Vienna, Spitalgasse 23, A-1090, Austria; email: gerhard.hamilton@toc.lbg.ac.at","","Taylor and Francis Ltd","17425255","","","29226731","English","Expert Opin. Drug Metab. Toxicol.","Review","Final","","Scopus","2-s2.0-85039777274"
"Beleford D.; Rattan R.; Chien J.; Shridhar V.","Beleford, Daniah (24828988400); Rattan, Ramandeep (6603670624); Chien, Jeremy (7202435241); Shridhar, Viji (55407870200)","24828988400; 6603670624; 7202435241; 55407870200","High temperature requirement A3 (HtrA3) promotes etoposide- and cisplatin-induced cytotoxicity in lung cancer cell lines","2010","Journal of Biological Chemistry","285","16","","12011","12027","16","49","10.1074/jbc.M109.097790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951234051&doi=10.1074%2fjbc.M109.097790&partnerID=40&md5=45c325f4fe8f9f74fd8343ea05779659","Department of Experimental Pathology, Mayo Clinic College of Medicine, Rochester, MN 55905, United States","Beleford D., Department of Experimental Pathology, Mayo Clinic College of Medicine, Rochester, MN 55905, United States; Rattan R., Department of Experimental Pathology, Mayo Clinic College of Medicine, Rochester, MN 55905, United States; Chien J., Department of Experimental Pathology, Mayo Clinic College of Medicine, Rochester, MN 55905, United States; Shridhar V., Department of Experimental Pathology, Mayo Clinic College of Medicine, Rochester, MN 55905, United States","V. Shridhar; Department of Experimental Pathology, Mayo Clinic College of Medicine, Rochester, MN 55905, United States; email: shridhar.vijayalakshmi@mayo.edu","","","1083351X","","JBCHA","20154083","English","J. Biol. Chem.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-77951234051"
"Nogueira A.; Catarino R.; Coelho A.; Araújo A.; Gomes M.; Medeiros R.","Nogueira, Augusto (35190717300); Catarino, Raquel (8562142200); Coelho, Ana (8968480800); Araújo, António (16229446200); Gomes, Mónica (35190394800); Medeiros, Rui (7006241641)","35190717300; 8562142200; 8968480800; 16229446200; 35190394800; 7006241641","Influence of DNA repair RAD51 gene variants in overall survival of non-small cell lung cancer patients treated with first line chemotherapy","2010","Cancer Chemotherapy and Pharmacology","66","3","","501","506","5","20","10.1007/s00280-009-1187-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954680606&doi=10.1007%2fs00280-009-1187-2&partnerID=40&md5=b4e28dc0bbb802528b0e8d41626fcc61","Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal; ICBAS, Abel Salazar Institute for the Biomedical Sciences, Porto, Portugal; Medical Oncology Department, Portuguese Institute of Oncology, Porto, Portugal; Faculty of Health Sciences, Fernando Pessoa University, Porto, Portugal","Nogueira A., Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal; Catarino R., Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal, ICBAS, Abel Salazar Institute for the Biomedical Sciences, Porto, Portugal; Coelho A., Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal; Araújo A., Medical Oncology Department, Portuguese Institute of Oncology, Porto, Portugal; Gomes M., Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal; Medeiros R., Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal, ICBAS, Abel Salazar Institute for the Biomedical Sciences, Porto, Portugal, Faculty of Health Sciences, Fernando Pessoa University, Porto, Portugal","R. Medeiros; Molecular Oncology Unit, Portuguese Institute of Oncology, Laboratórios-Piso 4, 4200-072 Porto, R. Dr. Ant. Bernardino Almeida, Portugal; email: ruimedei@ipoporto.min-saude.pt","","","03445704","","CCPHD","19960343","English","Cancer Chemother. Pharmacol.","Article","Final","","Scopus","2-s2.0-77954680606"
"Mlak R.; Krawczyk P.; Ciesielka M.; Kozioł P.; Homa I.; Powrózek T.; Prendecka M.; Milanowski J.; Małecka-Massalska T.","Mlak, R. (36774921900); Krawczyk, P. (6701497469); Ciesielka, M. (7801533686); Kozioł, P. (55879092600); Homa, I. (57188841585); Powrózek, T. (55505007600); Prendecka, M. (15851313400); Milanowski, J. (7005499419); Małecka-Massalska, T. (36025646900)","36774921900; 6701497469; 7801533686; 55879092600; 57188841585; 55505007600; 15851313400; 7005499419; 36025646900","The relationship between RRM1 gene polymorphisms and effectiveness of gemcitabine-based first-line chemotherapy in advanced NSCLC patient","2016","Clinical and Translational Oncology","18","9","","915","924","9","10","10.1007/s12094-015-1461-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949526321&doi=10.1007%2fs12094-015-1461-1&partnerID=40&md5=d46e8bee0ec404f527aee6a570b19ac6","Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Department of Forensic Medicine, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland","Mlak R., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Krawczyk P., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Ciesielka M., Department of Forensic Medicine, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Kozioł P., Department of Forensic Medicine, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Homa I., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland, Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Powrózek T., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Prendecka M., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Milanowski J., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Małecka-Massalska T., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland","R. Mlak; Department of Human Physiology, Medical University of Lublin, Lublin, Radziwiłłowska 11, 20-080, Poland; email: radoslaw.mlak@gmail.com","","Springer-Verlag Italia s.r.l.","1699048X","","","26650486","English","Clin. Transl. Oncol.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84949526321"
"Galvani E.; Toffalorio F.; Peters G.J.; de Pas T.; Giovannetti E.","Galvani, Elena (54079533200); Toffalorio, Francesca (25931204600); Peters, Godefridus J. (36014019800); de Pas, Tommaso (6701341944); Giovannetti, Elisa (6603378969)","54079533200; 25931204600; 36014019800; 6701341944; 6603378969","Pharmacogenetics of non-small cell lung cancer (NSCLC): Time to ""work it out""?","2014","Current Pharmaceutical Design","20","24","","3863","3874","11","3","10.2174/13816128113196660756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904015589&doi=10.2174%2f13816128113196660756&partnerID=40&md5=7867a35c5cf9fcd172605653040cb38c","Department of Medical Oncology, VU University Medical Center, 1081HV, Amsterdam, De Boelelaan 1117, Netherlands; Clinical Pharmacology and New Drug Development Unit, European Institute of Oncology, Milan, Italy","Galvani E., Department of Medical Oncology, VU University Medical Center, 1081HV, Amsterdam, De Boelelaan 1117, Netherlands; Toffalorio F., Clinical Pharmacology and New Drug Development Unit, European Institute of Oncology, Milan, Italy; Peters G.J., Department of Medical Oncology, VU University Medical Center, 1081HV, Amsterdam, De Boelelaan 1117, Netherlands; de Pas T., Clinical Pharmacology and New Drug Development Unit, European Institute of Oncology, Milan, Italy; Giovannetti E., Department of Medical Oncology, VU University Medical Center, 1081HV, Amsterdam, De Boelelaan 1117, Netherlands","E. Giovannetti; Department of Medical Oncology, VU University Medical Center, 1081HV, Amsterdam, De Boelelaan 1117, Netherlands; email: elisa.giovannetti@gmail.com","","Bentham Science Publishers B.V.","13816128","","CPDEF","24138720","English","Curr. Pharm. Des.","Article","Final","","Scopus","2-s2.0-84904015589"
"Yang P.; Yokomizo A.; Tazelaar H.D.; Marks R.S.; Lesnick T.G.; Miller D.L.; Sloan J.A.; Edell E.S.; Meyer R.L.; Jett J.; Liu W.","Yang, Ping (56437082300); Yokomizo, Akira (7004014149); Tazelaar, Henry D (7005958231); Marks, Randolph S (7402738470); Lesnick, Timothy G (35434307400); Miller, Daniel L (58101071700); Sloan, Jeff A (7202446140); Edell, Eric S (7003322740); Meyer, Rebecca L (7404077984); Jett, James (7005448628); Liu, Wanguo (7407338830)","56437082300; 7004014149; 7005958231; 7402738470; 35434307400; 58101071700; 7202446140; 7003322740; 7404077984; 7005448628; 7407338830","Genetic determinants of lung cancer short-term survival: The role of glutathione-related genes","2002","Lung Cancer","35","3","","221","229","8","44","10.1016/S0169-5002(01)00426-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036181438&doi=10.1016%2fS0169-5002%2801%2900426-3&partnerID=40&md5=291df2306cf4ce584dac98254c525755","Department of Health Sciences Research, Mayo Clinic and Foundation, Rochester, MN 55905, 200 First Street SW, United States; Department of Medical Genetics, Mayo Clinic and Foundation, Rochester, MN, United States; Department of Laboratory Medicine and Pathology, Mayo Clinic and Foundation, Rochester, MN, United States; Department of Thoracic Surgery, Mayo Clinic and Foundation, Rochester, MN, United States; Department of Medical Oncology, Mayo Clinic and Foundation, Rochester, MN, United States; Department of Pulmonary and Critical Care Medicine, Mayo Clinic and Foundation, Rochester, MN, United States","Yang P., Department of Health Sciences Research, Mayo Clinic and Foundation, Rochester, MN 55905, 200 First Street SW, United States, Department of Medical Genetics, Mayo Clinic and Foundation, Rochester, MN, United States; Yokomizo A., Department of Laboratory Medicine and Pathology, Mayo Clinic and Foundation, Rochester, MN, United States; Tazelaar H.D., Department of Laboratory Medicine and Pathology, Mayo Clinic and Foundation, Rochester, MN, United States; Marks R.S., Department of Medical Oncology, Mayo Clinic and Foundation, Rochester, MN, United States; Lesnick T.G., Department of Health Sciences Research, Mayo Clinic and Foundation, Rochester, MN 55905, 200 First Street SW, United States; Miller D.L., Department of Thoracic Surgery, Mayo Clinic and Foundation, Rochester, MN, United States; Sloan J.A., Department of Health Sciences Research, Mayo Clinic and Foundation, Rochester, MN 55905, 200 First Street SW, United States; Edell E.S., Department of Pulmonary and Critical Care Medicine, Mayo Clinic and Foundation, Rochester, MN, United States; Meyer R.L., Department of Health Sciences Research, Mayo Clinic and Foundation, Rochester, MN 55905, 200 First Street SW, United States; Jett J., Department of Medical Oncology, Mayo Clinic and Foundation, Rochester, MN, United States, Department of Pulmonary and Critical Care Medicine, Mayo Clinic and Foundation, Rochester, MN, United States; Liu W., Department of Laboratory Medicine and Pathology, Mayo Clinic and Foundation, Rochester, MN, United States","P. Yang; Dept. of Health Science Research, Mayo Clinic and Foundation, Rochester, MN 55905, 200 First Street, SW, United States; email: yang.ping@mayo.edu","","","01695002","","LUCAE","11844594","English","Lung Cancer","Article","Final","","Scopus","2-s2.0-0036181438"
